Symbol,,,,,,
ABB,,,,,,
AUROPHARMA,,,,,,
BANDHANBNK,,,,,,
BATAINDIA,,,,,,
ABFRL,,,,,,
ABBOTINDIA,,,,,,
GODREJCP,,,,,,
AARTIIND,,,,,,
ICICIGI,,,,,,
ABCAPITAL,,,,,,
ACC,,,,,,
ADANIENT,,,,,,
ADANIPORTS,,,,,,
ALKEM,,,,,,
AMBUJACEM,,,,,,
APOLLOTYRE,,,,,,
ASIANPAINT,,,,,,
ATUL,,,,,,
AUBANK,,,,,,
AXISBANK,,,,,,
BAJAJFINSV,,,,,,
BALKRISIND,,,,,,
BALRAMCHIN,,,,,,
BHEL,,,,,,
BIOCON,,,,,,
BOSCHLTD,,,,,,
CANBK,,,,,,
CANFINHOME,,,,,,
CHOLAFIN,,,,,,
COALINDIA,,,,,,
COLPAL,,,,,,
CUB,,,,,,
CUMMINSIND,,,,,,
DABUR,,,,,,
DALBHARAT,,,,,,
DEEPAKNTR,,,,,,
DIVISLAB,,,,,,
DIXON,,,,,,
DRREDDY,,,,,,
EICHERMOT,,,,,,
ESCORTS,,,,,,
EXIDEIND,,,,,,
ASHOKLEY,,,,,,
GAIL,,,,,,
GLENMARK,,,,,,
GMRINFRA,,,,,,
GNFC,,,,,,
GUJGASLTD,,,,,,
HAVELLS,,,,,,
HDFC,,,,,,
HDFCAMC,,,,,,
HDFCBANK,,,,,,
BAJAJ-AUTO,,,,,,
HEROMOTOCO,,,,,,
HINDALCO,,,,,,
BPCL,,,,,,
HINDPETRO,,,,,,
HINDUNILVR,,,,,,
IBULHSGFIN,,,,,,
ICICIPRULI,,,,,,
IDFC,,,,,,
IEX,,,,,,
IGL,,,,,,
INDIAMART,,,,,,
INDUSTOWER,,,,,,
IPCALAB,,,,,,
IRCTC,,,,,,
ITC,,,,,,
JINDALSTEL,,,,,,
JSWSTEEL,,,,,,
LALPATHLAB,,,,,,
LT,,,,,,
M&M,,,,,,
MANAPPURAM,,,,,,
MPHASIS,,,,,,
FEDERALBNK,,,,,,
APOLLOHOSP,,,,,,
MRF,,,,,,
GRASIM,,,,,,
NAUKRI,,,,,,
ZEEL,,,,,,
HINDCOPPER,,,,,,
BAJFINANCE,,,,,,
INDUSINDBK,,,,,,
BANKBARODA,,,,,,
INTELLECT,,,,,,
JUBLFOOD,,,,,,
NMDC,,,,,,
DELTACORP,,,,,,
NATIONALUM,,,,,,
NESTLEIND,,,,,,
ONGC,,,,,,
PEL,,,,,,
PFC,,,,,,
RAMCOCEM,,,,,,
SHREECEM,,,,,,
SYNGENE,,,,,,
TATACONSUM,,,,,,
TECHM,,,,,,
HAL,,,,,,
ULTRACEMCO,,,,,,
WHIRLPOOL,,,,,,
WIPRO,,,,,,
INFY,,,,,,
KOTAKBANK,,,,,,
LICHSGFIN,,,,,,
PERSISTENT,,,,,,
PETRONET,,,,,,
NAVINFLUOR,,,,,,
PIIND,,,,,,
RECLTD,,,,,,
BEL,,,,,,
CHAMBLFERT,,,,,,
CIPLA,,,,,,
CONCOR,,,,,,
COROMANDEL,,,,,,
CROMPTON,,,,,,
DLF,,,,,,
GODREJPROP,,,,,,
HCLTECH,,,,,,
IDFCFIRSTB,,,,,,
INDIACEM,,,,,,
JKCEMENT,,,,,,
L&TFH,,,,,,
SRF,,,,,,
LTTS,,,,,,
MARUTI,,,,,,
MCX,,,,,,
SHRIRAMFIN,,,,,,
TATAMOTORS,,,,,,
PNB,,,,,,
RAIN,,,,,,
RBLBANK,,,,,,
SBIN,,,,,,
TATACHEM,,,,,,
TATAPOWER,,,,,,
TVSMOTOR,,,,,,
UBL,,,,,,
TORNTPHARM,,,,,,
ZYDUSLIFE,,,,,,
VOLTAS,,,,,,
MGL,,,,,,
BERGEPAINT,,,,,,
OBEROIRLTY,,,,,,
LTIM,,,,,,
PIDILITIND,,,,,,
POWERGRID,,,,,,
RELIANCE,,,,,,
SAIL,,,,,,
SBICARD,,,,,,
SBILIFE,,,,,,
SUNTV,,,,,,
TATASTEEL,,,,,,
TCS,,,,,,
TRENT,,,,,,
UPL,,,,,,
BHARATFORG,,,,,,
BHARTIARTL,,,,,,
BRITANNIA,,,,,,
BSOFT,,,,,,
COFORGE,,,,,,
GRANULES,,,,,,
HDFCLIFE,,,,,,
ICICIBANK,,,,,,
INDHOTEL,,,,,,
INDIGO,,,,,,
LUPIN,,,,,,
M&MFIN,,,,,,
MARICO,,,,,,
ASTRAL,,,,,,
METROPOLIS,,,,,,
MFSL,,,,,,
MOTHERSON,,,,,,
NTPC,,,,,,
POLYCAB,,,,,,
PVRINOX,,,,,,
SIEMENS,,,,,,
IOC,,,,,,
TATACOMM,,,,,,
SUNPHARMA,,,,,,
LAURUSLABS,,,,,,
VEDL,,,,,,
PAGEIND,,,,,,
TITAN,,,,,,
MCDOWELL-N,,,,,,
MUTHOOTFIN,,,,,,
OFSS,,,,,,
IDEA,,,,,,
